Video ID,Title,Comment
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Honestly, the issue of Black Panther's nomination is that BP did absolutely nothing new. There was no clever, innovative structure or unique villain or any difficult goal the movie succeeded in accomplishing. It was simply a fun, flawed comic book movie; just like 80% of the MCU. BP's nomination is so controversial to me because it was a middle-of-the-road, entertaining movie that somehow is nominated for Best Picture over Infinity War, which whether you enjoyed IW or not was much more ambitious, much more clever, and handled a much more difficult concept, all the while juggling a gargantuan cast and 20 different character arcs and still managed to deliver a cohesive final product. BP is on the ticket for the exact same reason BlacKKKlansman and Vice are on, and that is so a bunch of rich white Hollywood elites feel good about their social impact by elevating decent films solely based on the topic being discussed instead of the execution of the topic. That is the issue with BP's nomination; the nomination isn't for the quality of the movie but rather for self-serving social commentary."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),But the make up guys should do the costume guy's music
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),One of your best trailers in awhile! You guys killed it. Keep em coming!
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),The Favourite and Blackkklansman are the only films i feel strongly about.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"See the funny thing here is Blackkklansman is the movie I would be almost the most annoyed if won. Vice and Rhapsody are such nothing movies, but Blackkklansman is just a movie that the world DOES NOT NEED right now. If there is any organization that didn't need to add fictional events to make them seem more evil it is the KKK and the left exaggarating about how the right is is kind of how we ended in this fucking mess we are in. There are few things I hate more than movies having their primary theme centered around ''THIS MOVIE WAS IMPORTANT!''. Vice did that too, and did it worse so that is the one I would be most pissed about but Blackkklansman is a close second. We know the KKK is evil, you don't have to add in fictional bombs to make them seem that way."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),SPY-MAN
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I agree with Dan's point on comic book movies under one condition, if all next comic book movies are set in a non white community"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Speaking about ""Green book"", I'm surprised you didn't bring up the press-tour where he makes an @$$ out of himself and the black cast just looks at him being like ""Just staaahp!"" 22:30"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Joe Starr has literally stolen my thoughts out my brain and replicated them perfectly here. How did you do this, Joe?"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Bohemian Rhapsody is the worst movie to get a nomination I think I know of. It has good songs!! Thats it.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Once I heard Bohemian Rhapsody was going to sideline his sexuality I decided I wasn't going to see it unless it was really standout, and it wasn't. A Queen biopic would've been a great chance to do actually address AIDS from a different perspective and not just make a cool music video movie skirting around a serious issue that reverberates to this day."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Last year, the first sci do movie won best picture (the shape of water), if black panther wins this year, the academy might finally be acknowledging more types of movies (black panther is not only a comic book movie, but Blockbusters barely ever win, too)"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I'm gonna say it: Infinity War was better. Black Panther was better than the rest of the best picture nominees though. Don't @ me.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),can we get a sorry to bother you trailer
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Eh let’s be honest, the fact the BP is a comic book movie has nothing to do with the nomination. It was a movie with an almost entirely black cast that made a lot of money. That’s the only reason it got Oscar approval."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"The only thing that bothers me about how inaccurate Bohemian Rhapsody is is that they say he’s just gay, but he was clearly bisexual and even dated another woman after Mary for a long time. So now, a lot of people will likely think Freddie was gay and not bi and we’ll lose a bit of his history"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Please film a wandering earth review, more people need to know about this crazy movie"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I don't really agree with Dan's point - The inaccuracies in Man on the Moon is part of the joke of that film: Jim Carrey in character as Andy Kaufman even states at the beginning of the film that events in his life get mixed around in the movie and that he hates it and then he tells everyone to leave the theatre, which works for the film knowing what we know about Kaufman. The inaccuracies in Bohemian Rhapsody are just sad and emotionally manipulative in order for a ""big pay off"" to the Live Aid performance. It's not in anyway the same because tonally both films are so different but I do agree with Dan that there were at least fifty films released last year that should have been nominated for Best Picture in its place - in fact most films released last year were probably more worthy of this nomination."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"My black panther and bohemian rant, is if either of them win, then that instance should have gone to Mad Max over Spotlight. That was such a no brainer it hurts."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Why didn't the Winter Soldier get nominated for best picture years ago?! I'm still salty about that.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"3:13 I'm pretty sure Taran from Linus Tech Tips did this at LTX last year. 


If the Oscars wanna give it a go all I'm sayin is I'd better see some LIVE HAND-DRAWN ANIMATION."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),This is a weird Oscar season. Only really hoping into the spider verse takes best animated over incredibles
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I think the Bohemian rhapsody was a great musical. I watched it without any cinematographic expectations, but the great music just balanced out everything else. Does it deserve an Oscar? Well, compared to say Moonlight - sure it does. You have to understand Oscars are political, the last 5 years the awards (and some of the nominations) has simply baffled me, so I honestly don't expect anything good from this years's ceremony. I like the Black Panther, I think it's a good, stand-alone movie and sure I don't mind if it gets an Oscar. And I don't care if the movie is going to get an awards because the cast is black, or if the whole controversy actually started because the case is black. It's a good movie. Is it better than Deadpool 1? No. But it's ok. And you know, I'm glad Marvel doesn't get awards. Because it simply wouldn't be fair. If you ask me what is the best movie of 2018, I'd say from what I watched ""A star is born"" is the best."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I did find Bohemian Rhapsody enjoyable, but my first reaction walking out of the theater, was that the movie was a bit depressing. Considering how wild a life he led, the movie is depressing.  and that is part of my second point, I was disappointed when I found out how inaccurate the movie was. I usually stay away from biopics for how notoriously unreliable they are, but Freddie Mercury had a crazy life, and they should have been able to make a movie about his life without lying. He took princess Diana to a gay club in ""drag"" and I was hoping to see where they got approached to do the soundtrack for Flash Gordon. I suppose you're right about the other band members not allowing it, so I suppose we'll have to wait another twenty years, then we'll get the accurate Freddie Mercury Movie. And hey, Rami can play Freddie's Father."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I heard that echo...
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"9:40 don't think I missed that, joe"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Is this a new set?
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"wouldn't it be weird if green book won ,spike lee was angry that driving miss daisy had black man driving a white women around then it won best picture and now he could lose to green book which has  a white man driving a black man around"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I'd be super happy for Blackkklansman. So good and Spike Lee is a treasure
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Missed opportunity to intro with a Michael Buffer voice.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),5:05 I don't just feel something about Vice I think it's one of the best films ever made. But I'm not an Academy voter
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I think the biggest Oscar snubs this year were 8th Grade and Sorry To Bother You.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Even though it doesn't exist, I already like your version of the Oscars with the live editing competition, being live hairstyled... Yeah, that would make the show so much better. I propose all Best Actress/Actor and Supporting nominees should have to accept the award in character, in accordance with this plan."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),It really figures that the day that I couldn’t use my phone that you streamed this live. So sad now .....
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Rami Malek should win the Oscar
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"But seriously, Black Couguar is not a good movie."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"it's not like I don't like most nominees, but I don't really care about them. Hereditary, Blindspotting and Eight Grade are way better."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),During the Cesars in France (the French Oscars) they actually filmed and edited together a short film during the ceremony itself using quick shots of the famous French actors in the audience. It was quite funny.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"11:43 Dan: ""I would nominate 50 films over Bohemian Rhapsody"". Challenge accepted

1. Widows
2. First Man
3. If Beale Street Could Talk 
4. Can You Ever Forgive Me?
5. Isle of Dogs
6. Spider-Man: Into the Spider-Verse
7. Eighth Grade
8. The Hate U Give
9. Love, Simon
10. Crazy Rich Asians
11. Paddington 2
12. Creed II
13. Burning
14. Shoplifters 
15. Cold War
16. Wont You Be My Neighbour
17. Free Solo
18. Ready Player One
19. Mission: Impossible – Fallout
20. A Quiet Place
21. Hereditary
22. Halloween
23. Suspiria
24. Mandy
25. Searching
26. Tully
27. Private Life
28. Buster Scruggs
29. Annihilation
30. Blockers
31. Game Night
32. Collette
33. Mary Poppins Returns
34. Boy Erased
35. The Miseducation of Cameron Post
36. First Reformed
37. Sorry to Bother You
38. The Death of Stalin
39. Mary Queen of Scots
40. You Were Never Really Here
41. Leave No Trace
42. The Happy Prince
43. The Rider
44. RBG
45. Incredibles II
46. Thoroughbreds 
47. Minding the Gap
48. Support the Girls
49. The Tale
50. A Simple Favour"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I think Blackkklansman was the best movie last year for me. At least one of the top 2 or 3 for sure. And I haven't seen, most of the best picture nominees or a ton of others so take that for what it is. But as far as the ending of the movie, for me the movie ended and then we got a message from the director. Like a hey dipshit, this isn't a thing of the past. It's still a problem now. And so I almost don't count that as part of the movie but that's just how I took it and when it's something as important as this subject matter I'm okay with a 5 minute editorial/message at the end. Now if a movie ends and then we get a ""Now here's why the earth is flat and everyone is lying to you"" I'd have an issue with it."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),What's the deal with the weird aspect ratio on the Shallow Hal clip?
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),one of the best parts of my day
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Why Black Panther was nominated over Infinity War is beyond my grasp
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Here in Indian award shows, we have scripted jokes, dance performances and it's frustrating as fuck, so, Please Oscar, just do award and commercial...."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"While I also wouldn't nominate Black Panther, I'd take out like half the movies on this list before I take out that one. The list is just _really_ bad imo."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Omg the Black Panther trailer was perfection. Especially the “I personally liked Infinity War better” line. Just 💯/💯.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),i guess it's because i'm short on time but i find myself just watching this and not the actual honest trailer it's lovely because I get both
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Black Panther is overrated. If it wins it’s pandering to the utmost degree. Just cause we are want a good comic book movie to get nominated doesn’t mean we want to be pandered to. Y’all looking at this so black and white. Oddly enough the world doesn’t work like that.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Black Panther is a good movie, but a lot of people feel that there's been better comic book movies that weren't nominated, so it's a legitimate question for them to ask, ""Why is THIS one the first?"" Whatever you think the answer to that question is, fine. But if someone postulates that PERHAPS the fact that there was so much attention paid by pop culture to the fact that it's the ""first black superhero movie"" (even though it isn't...), and that therefore the Academy (well known for having liberal leanings and often giving particular attention to movies that lean that way, sometimes even if they're not particularly good, like Crash) singling it out to nominate might have something to do with race relations more than it does with filmmaking... it doesn't mean they're racist and just hate Black Panther because they hate black people. It means that they're recognizing a pretty likely reality. 


But this is a way that people try to shut down the criticism without actually addressing any of the real arguments against the movie. They just ASSUME why you don't like the movie because they've convinced themselves there's only one reason that anybody could ever have for not liking the movie. 



I mostly do like the movie. It's well-made, the acting is good, there's some good action in it, the story is decent, and SOME interesting ideas are brought up. Kilmonger is an interesting villain, and his death scene is beautiful. Wakanda is a cool place that's well realized. Shuri is a really likeable character.
But I recognize there are plenty of problems with the movie too. T'Challa is a rather bland protagonist. I don't know quite what it is, but the spark that he had in Civil War just isn't there here. It may be Boseman's performance, which seems strangely reserved, even at times when perhaps he ought to be a bit more passionate to actually be a compelling lead. He had more passion and emotion in Civil War.


I don't like that Martin Freeman's character is such a rosey, friendly, heroic image of the CIA in Africa, when the real history of the CIA in Africa (as well as the rest of the world) would have them be the villains of this movie. It's clear that he's meant to be the ""token white guy"" (or ""Tolkien white guy"" along with Andy Serkis) who serves as the sounding board for flippant colonization references, yet is still this wholesome helpful guy who's instrumental in saving the day! This is an example of something that could have been interesting and really had a message to it, but it feels so shallow and manipulative. If they had actually allowed for some bold storytelling, they would have given Freeman some more nuance, and had his character end up being a third-party conflict. Maybe he's actually on a secret CIA mission to gather intel about vibranium because the US government is seeking to pillage it. That would be a more interesting and realistic use of a CIA agent in the story. It would also add another dimension to the decision to give vibranium to the world at the end. That's the kind of storytelling decision I'd say would make it more Oscar-worthy, if they pulled it off well.


And uh... get rid of the f**king CGI rhinos.
The climax of the movie feels too conventional for a story that had felt more unique and interesting when it hinged on ideological differences. But there's no resolution on that front, other than to kill the guys we disagree with who want to do ""bad things"". Part of what made Kilmonger interesting is that he has SOME credibility when it comes to his concerns about oppressed black people worldwide. The ending of the movie with T'Challa opening Wakanda to the world, starting the schools/charity, etc... is cool and all, but it's an afterthought instead of being the resolution. Kilmonger dying is the way things are really resolved. Wouldn't it have been great if T'Challa had actually just told Kilmonger, ""Hey, how about we do this to help our oppressed brothers and sisters instead of blowing shit up?"". Kilmonger then has to justify why he wants to take the violent route, and then if they come to blows over it, it becomes an exploration of the nature of violence and whether it's the right answer. This is somewhat brought up, but not really explored. Exploring that in the scene, between the characters, is when it really matters. But instead they fight, Kilmonger dies, they blow up the ships, bad guys die and it's the easy way out. The theme is somewhat abandoned during the climax, and then only comes back into play for the denouement as a sort of ""button"" to the story instead of the climax. The pros and cons of violent means to supposedly righteous ends are never really weighed in any real way. Violence ends up being used to solve the problem of the threat of violence... what's the message there in the end, if there even is one? That's not great screenwriting... it's better than average, because at least it brought up these themes at all, but to be a great screenplay, you have to really delve into it and explore it more powerfully and integrally. The mark of a great comic book movie, IMO, is that it transcends being a comic book movie. The climax of this movie feels right dang smack in the middle of being a typical Hollywood comic book movie. Compare it to The Dark Knight, where our hero ends up in a stalemate with the villain and the climactic scene is literally them just talking about the nature of Gotham's society and pontificating about how their ideological differences have destined them to do this forever (shot in a really unique way, clearly visualizing the opposite ""ying and yang"" dynamic between them as the Joker is literally upside down and we twist to match his perspective opposite Batman's upright, ""normal"" perspective), before we get to the unconventional fourth act ending between our heroes and a fallen hero that involves a tough dilemma of covering up the fallen hero's crimes for the sake of the greater good, cutting to black with our hero on the run from the law, yet being glorified for doing so. That's an interesting climax and resolution. That's the type of movie I'd say is worthy of a Best Picture nomination, if not at least a Best Screenplay nom. It's actually challenging in terms of whether it's the right thing for the hero to do, and it really leans into that gray area. It forces the audience to ask themselves value questions that the film doesn't necessarily give an easy answer to. Black Panther tries to give easy answers and make the ending feel unquestionably positive.  Kilmonger dying is a sad scene, but once he's gone, things are all peachy, and T'Challa just up and decides to change Wakanda's ways because... it's time, i guess There's no weight given to the complicated concerns of what ""opening Wakanda to the world"" will actually entail and what the effects might be, for both Wakanda and the world. That's not really an exploration. It just kinda happens, and the real reason we're meant to like it is because ""Ooh, that means Wakanda tech will be in other movies now! Coolzies!"" Meanwhile, we get a nice little subtle message of ""Globalization = Good!"" and/or ""Using small sovereign nations for their resources = Good!"" 
Sounds like an American classic, I guess.


None of these are fatal flaws necessarily, and like I said, I do still think it's an overall good movie. But I don't think it's a great movie on the level of The Dark Knight, and there are better contenders just this year when it comes to comic book movies that deserve recognition. Infinity War had a way tougher job to do than Black Panther did, and it succeeded more flawlessly, IMO. It actually did do something unconventional with its story, and took more bold risks in how it dealt with its themes. The events that actually happened in it are what have made a cultural impact (not to mention an impact on the series' story), instead of its impact being mostly based on (you have to admit it)... the cast's race. The ""Snappening"" has had way more impact than anything from Black Panther, including ""Wakana Forever!"", which even Chadwick Boseman got sick of... and Michael B Jordon wanted nothing to do with.


So at the end of the day, it really does feel like the logical answer to ""Why is THIS one the first?"" is that it happened to be a successful film starring a black cast, that at least brings up some black issues, and the Academy felt that deserved to be recognized above films that actually had more bold, unique and resonating storytelling. And that would be fine, if it wasn't treated like this wasn't the case, and if the defenders of the movie didn't feel the need to make it seem like even suggesting that it might be the case makes you racist. It's not racist to recognize what the major element of the movie is that people seem to like or be paying attention to. If people JUST liked it because it's a good comic book movie, or because they think the story was well told, then the defense of the movie would be focused on that. But that's never the defense that's used. I only ever see it defended on the basis of it being ""groundbreaking"" for black representation, and that's why it's significant. That's true, and that's great in and of itself... but that doesn't necessarily make it a good movie. If you want to argue that ""Best Picture"" also entails the movie's place in history and how significant is in terms of things like minority representation... then fine, make that argument. But don't dismiss the people who care more about the quality of the movie itself as a movie and had legitimate problems on that front... either as racists or ""whiners"" just to make yourself feel righteous and mature. That's really not fair."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"This was great! You guys put a lot of thought and effort into these shows. Also, kudos to the editor who found those great clips and cut everything together. And thanks to JTE for fixing the sound so I stopped feeling like I was going crazy!"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),La LA Land >Moonlight. The reality where La La Land won was the good universe.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Lol Spencer said Black Panther is the most deserving of the comic book movies this year. Respect for Dan for correcting his ignorant ass with ""I'd put Spider-Verse in there"". Thank You,  Dan,"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"The end of Blackkklansman kinda just emphasized the tragedy of Charlottesville.  That was my first time seeing the footage from there.  I just read about it, and didn't look for the footage."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Did anyone else think that ""Bohemian Rhapsody"" felt like it got started only to stall out like ten minutes later? Sure, LiveAid was a good sequence, but such a brilliant band deserves a brilliant movie. Maybe the entire film should have unfolded at LiveAid. I dunno, but it got pretty boring fast."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I dunno if I'll actually watch the awards. The thing is that every category should have twice the number of nominees just to keep with the times of increasing numbers of films. I'm upset ""Widows,"" ""Hereditary,"" ""Ant-Man and the Wasp,"" ""Eighth Grade"" and even ""Suspiria"" get snubbed. ""Widows"" had several breakout performances and brilliant editing, ""Hereditary"" had a great actress and director, ""Ant-Man"" was fun and visually fantastic (note: do we REALLY have to nominate the new ""Avengers: Infinity War""? How about ""Solo""?), ""Eighth Grade"" I expected several things from, and ""Suspiria"" had great Make-Up and tech."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Screen Junkies should just host the Oscars. There. Problem solved. You’re welcome Oscars.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Anyone remember when hating Wonder Woman was cool? I bet after Captain Marvel comes out these black panther guys who act like the film killed their hopes and dreams because a award recognized it will go back to hating progressive films starring women rather than ni--- I mean black people -__- I swear I want to live most of your guys lives if this award show is your main concern in life.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"At around 19:50, Spencer's tapping on the desk makes an echo that sounds like  a low-key, yet subtly epic in a ""WE-WILL-ROCK-YOU""-esque rumble of thunder that could make anyone listening with headphones look out the window for flashes of lightning."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I love you Juwanna Mann!
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Kevin should win the award for Best Editing for that _Bohemian Rhapsody_ bit.

EDIT: AND that deleted scene! Holy shit!"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I've hated BoRap since I came out due to its quality and how it portrayed certain events, especially Freddy's private life."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I haven’t been watching the oscars for many years. It’s so boring, dragging, and everyone talks politics. It’s not magical or fun anymore 🙄"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Not sure what Dan’s alt title for BlackKklansman would have been but Juwanna Klan cracked me up
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I just thought it was weird that BlackkKlansman didn't get the lambasting Green Book got for preachy, unsubtle, history - rewriting propaganda. I liked both. I don't mind demonization of racism. But equal lambasting, please."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I'm one of the people who is actually sad Leo won an award because I miss those Leo hasn't won an Oscar memes. They were wonderful.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Wonder Woman, Deadpool & Avengers we’re all good but none of them were Best Picture quality. Dark Knight & Logan 1000% should’ve been nominated. Black Panther’s nomination surprised me but I’m not upset with it"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I need someone to do a video breaking down the controversy around the Best Picture nominees. I keep hearing about them but no one really goes into any kind of detail
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"When it comes to bohemian rhapsody, I can’t tell if the people who think it’s the worst movie ever made are a very vocal minority or if they actually represent a significant portion of the populace. What’s the deal?"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I’m all about a comic book movie getting best picture, but I just watched Black Panther, and the best part is Michael B. Jordan. The rest is a mediocre story that’s designed beautifully. Except for the rhinos. I honestly don’t get the hype. Please feel free to educate me! I’m very willing to admit it’s my ignorance."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"John C. Reilly is also, as far as I’m aware, the only actor who had 3 films in theaters concurrently this year."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),the oscars suck.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),i'm wondering when SJN will upgrade the camera to have at least 1080p60.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Next week Bohemian Rhapsosy!!
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"The end of blackklansman was good because beeing french I did not know this happens in America, today."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Who was Mr.Rogers?
Cuz he did a good Mr. Rogers"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Spider-verse not having a Best Picture nomination is the big snub for me, especially since they didn't even fill out the last two slots. It's far and away the best animated film and deserves to be in more than just the Animation category. It's easily up there with any other movie out this year."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I would be good with blackkklansman
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I want Bohemian Rhapsody to win. Mainly because I loved it. Also, because the shit storm would be amazing. Weird that it had no director."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"On the topic of pivotal alternate universe flashpoints, I'd point to the early 00's Writer's Strike. That season led to a lot of reality TV shows getting greenlit, including the Apprentice. One thing leads to another, and boom we're in the darkest timeline."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I wouldn't recommend mocking a majority of your audience's opinion about black panther. Doesn't seem smart.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Does Dan have a scar down the left hand side of his face?
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I'm with Dan.  Spiderverse was the best superhero last year.  It checked the same social boxes as Black Panther, but was just way better.  But I dont begrudge it its nomination, I just would have picked a different horse."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),I will actually watch this clusterfuck this year just because it's been such a giant clusterfuck.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),11:45 now I want to hear Dan’s list of 50 movies he put in before Bohemian Rhapsody
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Dont tell me to watch the Honest Trailer Spencer
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"Black Panther was just your typical cookie cutter super hero movie with an above average antagonist. I don't really care that it is nominated for the Oscars, because I think the Oscars are pretty pointless."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),Always great to see JTE.
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),how could they not nominate Ashes by celine dion (deadpool 2)???? That makes no sense
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"You know, if Dan hosted the Oscars, I might actually be interested in watching it...

""And the Oscar for best picture goes to... ho boy, I don't think so... and the Oscar goes to, let's say, Black Panther.  Yeah, Black Panther.  Deal with it."""
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),We live in a world where Suicide Squad has an Oscar and Logan doesn't
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"I'm not sure if Black Panther will help other comic book movies in the future because I don't think it was nominated for how good of a movie it was. I think it will help other comic book movies that have political messages but that's it. For the record I don't hate Black Panther, I think it's fine, but I think it was nominated solely for it's cultural relevance and that's not what Best Picture should be based on imo."
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),It’s already disappointing because Eighth Grade was completely snubbed. And honestly would have loved to see Spider-Verse in the Best Picture category.... I can think of at least 2 that are in now that don’t need to be lol
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"People do overrate Black Panther hard. It is another paint by numbers Marvel movie. No better or worse than Winter Soldier, Doctor Strange, Avengers, etc"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),That echo is crazy!
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),"No one:



Bradley Cooper:



in the SHAAAAHHHAAAA SHHHAAAHHAAAA LOWWWWW"
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),John C Reilly for Best Supporting Actor in an Honest Trailer
LMDA-zEEQUM,Honest Trailers Commentary - The Oscars (2019),stand up comedy at the Oscars
